global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
554,come_in,54,55,KPH,Oh God yeah I 'm just waiting for [unclear] to come in now . Come on [unclear] Yeah . Is Laura [gap:name] still,Oh_ITJ God_NP0 yeah_ITJ I_PNP 'm_VBB just_AV0 waiting_VVG for_PRP [unclear]_UNC to_TO0 come_VVI in_AVP-PRP now_AV0 ._PUN Come_VVB on_AVP [unclear]_UNC Yeah_ITJ ._PUN Is_VBZ Laura_NP0 [gap:name]_UNC still_AV0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=54,110758321,110758323,come_in_AV0,8
556,come_in,56,57,KE2,"hat [unclear] Good morning Tony , erm , you said come in Now nothing else has come . Nothing else has come .","hat_NN1 [unclear]_UNC Good_AJ0 morning_NN1 Tony_NP0 ,_PUN erm_UNC ,_PUN you_PNP said_VVD come_VVB in_AVP-PRP Now_AV0 nothing_PNI else_AV0 has_VHZ come_VVN ._PUN Nothing_PNI else_AV0 has_VHZ come_VVN ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=56,109493885,109493887,come_in_AV0,8
560,come_in,60,61,JYC,an untimely end to the embrace . &lsquo; Can I come in now ? &rsquo; asked Elise apologetically . &lsquo; I ca n't,an_AT0 untimely_AJ0 end_NN1 to_PRP the_AT0 embrace_NN1 ._PUN &lsquo;_PUQ Can_VM0 I_PNP come_VVI in_AVP-PRP now_AV0 ?_PUN &rsquo;_PUQ asked_VVD Elise_NP0 apologetically_AV0 ._PUN &lsquo;_PUQ I_PNP ca_VM0 n't_XX0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=60,98162076,98162078,come_in_AV0,8
564,come_in,64,65,KB7,"and had a cup of tea , I said , come in about half past eleven went home at one , he come","and_CJC had_VHD a_AT0 cup_NN1 of_PRF tea_NN1 ,_PUN I_PNP said_VVD ,_PUN come_VVB in_AVP about_AV0 half_DT0 past_PRP eleven_CRD went_VVD home_AV0 at_PRP one_CRD ,_PUN he_PNP come_VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=64,105842243,105842245,come_in_AV0,8
589,come_in,89,90,HYX,"come , we 'll see that , if the cameras come in anywhere , we 'll see that all-party representation on it .","come_VVI ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT ,_PUN if_CJS the_AT0 cameras_NN2 come_VVB in_AVP-PRP anywhere_AV0 ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT all-party_AJ0 representation_NN1 on_PRP it_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=89,91729486,91729488,come_in_AV0,8
605,come_out,5,6,KE2,a long time ago is n't it ? Did we come out this far then ? Well used to come out to Totnes,a_AT0 long_AJ0 time_NN1 ago_AV0 is_VBZ n't_XX0 it_PNP ?_PUN Did_VDD we_PNP come_VVI out_AVP this_AV0 far_AV0 then_AV0 ?_PUN Well_AV0 used_VM0 to_TO0 come_VVI out_AVP to_PRP Totnes_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=5,109474399,109474401,come_out_AV0,8
611,come_out,11,12,GU7,"he adapted from Goethe . Mutis ' volumes began to come out only in 1954 , which must be some kind of record","he_PNP adapted_VVD from_PRP Goethe_NP0 ._PUN Mutis_NP0-NN1 '_POS volumes_NN2 began_VVD to_TO0 come_VVI out_AVP only_AV0 in_PRP 1954_CRD ,_PUN which_DTQ must_VM0 be_VBI some_DT0 kind_NN1 of_PRF record_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=11,66181159,66181161,come_out_AV0,8
648,come_out,48,49,ADS,"the plan to go to Rome to beg her to come out here to me with Oreste and if she does , as","the_AT0 plan_NN1 to_TO0 go_VVI to_PRP Rome_NP0 to_TO0 beg_VVI her_PNP to_TO0 come_VVI out_AVP here_AV0 to_PRP me_PNP with_PRP Oreste_NP0-NN1 and_CJC if_CJS she_PNP does_VDZ ,_PUN as_CJS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=48,8432550,8432552,come_out_AV0,8
690,come_out,90,91,CBF,to unwind . We must allow what has happened to come out gradually . &rsquo; Police revealed yesterday that Joanna had told them,to_TO0 unwind_VVI ._PUN We_PNP must_VM0 allow_VVI what_DTQ has_VHZ happened_VVN to_TO0 come_VVI out_AVP gradually_AV0 ._PUN &rsquo;_PUQ Police_NN2 revealed_VVD yesterday_AV0 that_CJT Joanna_NP0 had_VHD told_VVN them_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=90,27603686,27603688,come_out_AV0,8
692,come_out,92,93,G25,on top . The ends on top . The ends come out parallel with the standing part ( Fig 5 ) . LARKS,on_PRP top_NN1-AJ0 ._PUN The_AT0 ends_NN2 on_PRP top_NN1-AJ0 ._PUN The_AT0 ends_NN2 come_VVB out_AVP parallel_AV0 with_PRP the_AT0 standing_NN1-AJ0 part_NN1 (_PUL Fig_NN1 5_CRD )_PUR ._PUN LARKS_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=92,63283095,63283097,come_out_AV0,8
706,give_up,6,7,G02,"what if she should die before I got home , give up the ghost and pass on , alone in the dark ?","what_DTQ if_CJS she_PNP should_VM0 die_VVI before_CJS I_PNP got_VVD home_AV0 ,_PUN give_VVB up_AVP the_AT0 ghost_NN1 and_CJC pass_VVB on_AVP ,_PUN alone_AV0-AJ0 in_PRP the_AT0 dark_NN1-AJ0 ?_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=6,60808109,60808111,give_up_AT0,8
732,give_up,32,33,CAD,"? Bono and U2 sometimes wonder , but do n't give up the fight . If with the people of Irish city centres","?_PUN Bono_NP0 and_CJC U2_NP0 sometimes_AV0 wonder_VVB ,_PUN but_CJC do_VDB n't_XX0 give_VVI up_AVP the_AT0 fight_NN1 ._PUN If_CJS with_PRP the_AT0 people_NN0 of_PRF Irish_AJ0 city_NN1 centres_NN2-VVZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=32,25895447,25895449,give_up_AT0,8
756,give_up,56,23,KLW,any presents or you wo n't buy any sweets . Give up sweets for Lent or something . Make it easy for us,any_DT0 presents_NN2 or_CJC you_PNP wo_VM0 n't_XX0 buy_VVI any_DT0 sweets_NN2 ._PUN Give_VVB up_AVP sweets_NN2 for_PRP Lent_NN1 or_CJC something_PNI ._PUN Make_VVB it_PNP easy_AJ0 for_PRP us_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=22,110005754,110005756,Give_up_NN2,8
763,give_up,63,44,ABJ,"table , coalition government or free election , once Communists give up part of their power they quickly end up losing it all","table_NN1 ,_PUN coalition_NN1 government_NN1 or_CJC free_AJ0 election_NN1 ,_PUN once_CJS Communists_NN2 give_VVB up_AVP part_NN1 of_PRF their_DPS power_NN1 they_PNP quickly_AV0 end_VVB up_AVP losing_VVG it_PNP all_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=43,6094345,6094347,give_up_NN1,8
785,give_up,85,66,AT4,into hard training . &rsquo; &lsquo; Poor old Seb ! Give up sex and all ? &rsquo; &lsquo; That 's right . &rsquo;,into_PRP hard_AJ0 training_NN1 ._PUN &rsquo;_PUQ &lsquo;_PUQ Poor_AJ0 old_AJ0 Seb_NN1-NP0 !_PUN Give_VVB up_AVP sex_NN1 and_CJC all_DT0 ?_PUN &rsquo;_PUQ &lsquo;_PUQ That_DT0 's_VBZ right_AJ0 ._PUN &rsquo;_PUQ,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=65,15350684,15350686,Give_up_NN1,8
805,give_in,5,6,J0V,we may be encouraged to re-examine whether there is some give in the apparently uncompromising need for bit-perfect records of program software .,we_PNP may_VM0 be_VBI encouraged_VVN to_TO0 re-examine_VVI whether_CJS there_EX0 is_VBZ some_DT0 give_VVB in_AVP the_AT0 apparently_AV0 uncompromising_AJ0 need_NN1 for_PRP bit-perfect_AJ0 records_NN2 of_PRF program_NN1 software_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=5,91925776,91925778,give_in_AT0,8
827,give_in,27,7,G07,. He wo n't beat me . I wo n't give in . I wo n't be broken by him . I 've,._PUN He_PNP wo_VM0 n't_XX0 beat_VVI me_PNP ._PUN I_PNP wo_VM0 n't_XX0 give_VVI in_AVP ._PUN I_PNP wo_VM0 n't_XX0 be_VBI broken_VVN by_PRP him_PNP ._PUN I_PNP 've_VHB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=6,61056997,61056999,give_in_PUN,8
836,give_in,36,16,FPH,"fill with tears &mdash; and then Lily would very nearly give in . Ma had suffered enough over Daisy , she did n't","fill_VVI with_PRP tears_NN2 &mdash;_PUN and_CJC then_AV0 Lily_NP0 would_VM0 very_AV0 nearly_AV0 give_VVI in_AVP ._PUN Ma_NP0 had_VHD suffered_VVN enough_AV0 over_PRP Daisy_NP0 ,_PUN she_PNP did_VDD n't_XX0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=15,56487375,56487377,give_in_PUN,8
845,give_in,45,25,K1K,and orthopaedic hospital . But protestors say they wo n't give in . CLARE LAFFERTY / Bristol STANDISH / Gloucestershire GORDON HOPWOOD /,and_CJC orthopaedic_AJ0 hospital_NN1 ._PUN But_CJC protestors_NN2 say_VVB they_PNP wo_VM0 n't_XX0 give_VVI in_AVP ._PUN CLARE_NP0 LAFFERTY_NP0 /_PUN Bristol_NP0 STANDISH_NP0 /_PUN Gloucestershire_NP0 GORDON_NP0 HOPWOOD_NP0 /_PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=24,98828200,98828202,give_in_PUN,8
875,give_in,75,1,CLS,usual fashion shows which many of the de luxe houses give in conjunction with the department stores in their cities &rsquo; ; in,usual_AJ0 fashion_NN1 shows_NN2 which_DTQ many_DT0 of_PRF the_AT0 de_UNC luxe_UNC houses_NN2 give_VVB in_PRP conjunction_NN1 with_PRP the_AT0 department_NN1 stores_NN2-VVZ in_PRP their_DPS cities_NN2 &rsquo;_PUQ ;_PUN in_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=0,38130372,38130374,give_in_NN1,8
919,give_out,20,7,CDT,"or not we make eye contact &mdash; all of these give out messages , sometimes to supplement our voices and sometimes instead of","or_CJC not_XX0 we_PNP make_VVB eye_NN1 contact_NN1-VVB &mdash;_PUN all_DT0 of_PRF these_DT0 give_VVB out_AVP messages_NN2 ,_PUN sometimes_AV0 to_TO0 supplement_VVI our_DPS voices_NN2 and_CJC sometimes_AV0 instead_AV0 of_PRF",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9uy&batch=6,30446116,30446118,give_out_NN2,8
955,give_out,56,7,HT4,centre of the room . Try to choose heaters which give out enough heat to suit the size of the room . If,centre_NN1 of_PRF the_AT0 room_NN1 ._PUN Try_VVB to_TO0 choose_VVI heaters_NN2 which_DTQ give_VVB out_AVP enough_DT0 heat_NN1-VVB to_TO0 suit_VVI the_AT0 size_NN1 of_PRF the_AT0 room_NN1 ._PUN If_CJS,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vg&batch=6,86600967,86600969,give_out_DT0,8
970,give_out,71,11,KST,", I mean the shop [unclear] . Mm . To give out a lecture on fighting and [unclear] . So the other girls",",_PUN I_PNP mean_VVB the_AT0 shop_NN1 [unclear]_UNC ._PUN Mm_ITJ ._PUN To_TO0 give_VVI out_AVP a_AT0 lecture_NN1 on_PRP fighting_NN1-VVG and_CJC [unclear]_UNC ._PUN So_AV0 the_AT0 other_AJ0 girls_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=10,112004938,112004940,give_out_AT0,8
974,give_out,75,15,KR2,Say something say something . Yeah just say something . Give out a shout to someone . Go on . Why are you,Say_VVB something_PNI say_VVB something_PNI ._PUN Yeah_ITJ just_AV0 say_VVB something_PNI ._PUN Give_VVB out_AVP a_AT0 shout_NN1 to_PRP someone_PNI ._PUN Go_VVB on_AVP ._PUN Why_AVQ are_VBB you_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=14,111008386,111008388,Give_out_AT0,8
991,give_out,92,32,HAC,32Mb . A 102 key tactile keyboard has keys that give out an audible click when depressed . Ti'Ko 's literature claims that,32Mb_NN0 ._PUN A_ZZ0 102_CRD key_AJ0 tactile_AJ0 keyboard_NN1 has_VHZ keys_NN2 that_CJT give_VVB out_AVP an_AT0 audible_AJ0 click_NN1 when_CJS depressed_AJ0 ._PUN Ti'Ko_NP0-NN1 's_POS literature_NN1 claims_VVZ that_CJT,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=31,74515394,74515396,give_out_AT0,8
999,give_away,7,8,ACS,"have a proper breakfast , walk to the station , give away the TV set , and go to church every Sunday instead","have_VHB a_AT0 proper_AJ0 breakfast_NN1 ,_PUN walk_VVB-NN1 to_PRP the_AT0 station_NN1 ,_PUN give_VVB away_AV0 the_AT0 TV_NN1 set_NN1 ,_PUN and_CJC go_VVB to_PRP church_NN1 every_AT0 Sunday_NP0 instead_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=7,7512527,7512529,give_away_AT0,8
1016,give_away,24,25,A0C,"demonstrate vegetable chopping , drawing noodles by hand , and give away the &lsquo; secret &rsquo; ingredients of crispy seaweed . The gourmet","demonstrate_VVI vegetable_NN1 chopping_VVG-NN1 ,_PUN drawing_VVG-NN1 noodles_NN2-VVZ by_PRP hand_NN1 ,_PUN and_CJC give_VVB away_AV0 the_AT0 &lsquo;_PUQ secret_AJ0 &rsquo;_PUQ ingredients_NN2 of_PRF crispy_AJ0 seaweed_NN1 ._PUN The_AT0 gourmet_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=24,308369,308371,give_away_AT0,8
1054,give_away,62,4,CRA,"the thought of securitising its mortgage assets &mdash; &lsquo; why give away margin ? &rsquo; asks Jon Foulds , its chairman since 1990","the_AT0 thought_NN1 of_PRF securitising_VVG its_DPS mortgage_NN1 assets_NN2 &mdash;_PUN &lsquo;_PUQ why_AVQ give_VVI away_AV0 margin_NN1 ?_PUN &rsquo;_PUQ asks_VVZ Jon_NP0 Foulds_NP0 ,_PUN its_DPS chairman_NN1 since_PRP 1990_CRD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sn&batch=3,40672395,40672397,give_away_NN1,8
1056,give_away,64,1,CBC,Major . Graham Taylor is hoping that Santa wo n't give away any goals to England 's World Cup opponents &mdash; or he,Major_NP0 ._PUN Graham_NP0 Taylor_NP0 is_VBZ hoping_VVG that_CJT Santa_NP0 wo_VM0 n't_XX0 give_VVI away_AV0 any_DT0 goals_NN2 to_PRP England_NP0 's_POS World_NN1 Cup_NN1 opponents_NN2 &mdash;_PUN or_CJC he_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=0,27262624,27262626,give_away_DT0,8
1084,give_away,92,9,JN7,of printing a voucher . I think I think we give away far too many free tickets Well I m d done it,of_PRF printing_VVG a_AT0 voucher_NN1 ._PUN I_PNP think_VVB I_PNP think_VVB we_PNP give_VVB away_AV0 far_AV0 too_AV0 many_DT0 free_AJ0 tickets_NN2 Well_AV0 I_PNP m_UNC d_UNC done_VDN it_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha8n&batch=8,95995995,95995997,give_away_AV0,8
14,agree_on,14,15,B2U,will be the sales assistant and which the customer . Agree on the product to be &lsquo; sold &rsquo; and draft out some of,will_VM0 be_VBI the_AT0 sales_NN0 assistant_AJ0-NN1 and_CJC which_DTQ the_AT0 customer_NN1 ._PUN Agree_VVB on_PRP-AVP the_AT0 product_NN1 to_TO0 be_VBI &lsquo;_PUQ sold_VVN &rsquo;_PUQ and_CJC draft_VVB out_AVP some_DT0 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=14,18675125,18675128,agree_on_AT0,9
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,9
33,agree_on,33,34,AP0,pulled a switchblade on his director because they could n't agree on the way to do a scene . I imitated his style and,pulled_VVD a_AT0 switchblade_NN1 on_PRP his_DPS director_NN1 because_CJS they_PNP could_VM0 n't_XX0 agree_VVI on_PRP the_AT0 way_NN1 to_TO0 do_VDI a_AT0 scene_NN1 ._PUN I_PNP imitated_VVD his_DPS style_NN1 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=33,12711943,12711946,agree_on_AT0,9
44,agree_on,44,45,CDC,3 ) hold a free election ; ( 4 ) agree on the constitution ; and ( 5 ) settle future relationship with Great,3_CRD )_PUR hold_VVB a_AT0 free_AJ0 election_NN1 ;_PUN (_PUL 4_CRD )_PUR agree_VVB on_PRP-AVP the_AT0 constitution_NN1 ;_PUN and_CJC (_PUL 5_CRD )_PUR settle_VVB future_AJ0 relationship_NN1 with_PRP Great_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=44,29997906,29997909,agree_on_AT0,9
53,agree_on,53,54,HYA,": 1 . Standing behind &mdash; or Watch your backs Agree on a signal to indicate "" Freeze "" . "" Everybody move around",":_PUN 1_CRD ._PUN Standing_VVG behind_AV0 &mdash;_PUN or_CJC Watch_VVB your_DPS backs_NN2 Agree_VVB on_PRP-AVP a_AT0 signal_NN1 to_TO0 indicate_VVI ""_PUQ Freeze_NN1 ""_PUQ ._PUN ""_PUQ Everybody_PNI move_VVB around_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=53,91476904,91476907,agree_on_AT0,9
143,agree_with,43,44,HRH,"The larger the sample the more closely will its average agree with the population average , as seen in Figure 7.6 where the","The_AT0 larger_AJC the_AT0 sample_NN1 the_AT0 more_AV0 closely_AV0 will_VM0 its_DPS average_NN1 agree_VVI with_PRP the_AT0 population_NN1 average_NN1 ,_PUN as_CJS seen_VVN in_PRP Figure_NN1 7.6_CRD where_AVQ the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=43,85873212,85873214,agree_with_AT0,9
157,agree_with,57,58,FLB,"mean there are No I quite agree , I also agree with the lady who said that one of the important things is","mean_VVB there_EX0 are_VBB No_ITJ I_PNP quite_AV0 agree_VVB ,_PUN I_PNP also_AV0 agree_VVB with_PRP the_AT0 lady_NN1 who_PNQ said_VVD that_CJT-DT0 one_CRD of_PRF the_AT0 important_AJ0 things_NN2 is_VBZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=57,55280333,55280335,agree_with_AT0,9
160,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,9
178,agree_with,78,79,FL4,"of the Aha . as well that I personally a agree with the lady over there as I 'm now , with all","of_PRF the_AT0 Aha_ITJ ._PUN as_CJS well_AV0 that_CJT I_PNP personally_AV0 a_UNC agree_VVB with_PRP the_AT0 lady_NN1 over_PRP there_AV0 as_CJS I_PNP 'm_VBB now_AV0 ,_PUN with_PRP all_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=78,55237458,55237460,agree_with_AT0,9
186,agree_with,86,87,HHV,is so necessary for Britain . Mr. Lilley I entirely agree with the importance that my hon. Friend attaches to manufacturing . We,is_VBZ so_AV0 necessary_AJ0 for_PRP Britain_NP0 ._PUN Mr._NP0 Lilley_NP0 I_PNP entirely_AV0 agree_VVB with_PRP the_AT0 importance_NN1 that_CJT my_DPS hon._AJ0 Friend_NN1 attaches_VVZ to_PRP manufacturing_NN1 ._PUN We_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=86,78349502,78349504,agree_with_AT0,9
218,agree_that,18,19,H7X,level . All who have given thought to the matter agree that an apparatus as complex as the human eye could not possibly,level_NN1 ._PUN All_DT0 who_PNQ have_VHB given_VVN thought_NN1 to_PRP the_AT0 matter_NN1 agree_VVB that_CJT an_AT0 apparatus_NN1 as_AV0 complex_AJ0 as_CJS the_AT0 human_AJ0-NN1 eye_NN1 could_VM0 not_XX0 possibly_AV0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=18,71257681,71257683,agree_that_AT0,9
265,agree_that,65,66,HR0,to drastic losses in income and capital . Historians generally agree that the outcome was favourable to the government . It had managed,to_PRP drastic_AJ0 losses_NN2 in_PRP income_NN1 and_CJC capital_NN1 ._PUN Historians_NN2 generally_AV0 agree_VVB that_CJT the_AT0 outcome_NN1 was_VBD favourable_AJ0 to_PRP the_AT0 government_NN1 ._PUN It_PNP had_VHD managed_VVN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=65,85198617,85198619,agree_that_AT0,9
279,agree_that,79,80,CBT,documents . They began with the words : &lsquo; I agree that the terms of the late Mr Farrington 's will be varied,documents_NN2 ._PUN They_PNP began_VVD with_PRP the_AT0 words_NN2 :_PUN &lsquo;_PUQ I_PNP agree_VVB that_CJT the_AT0 terms_NN2 of_PRF the_AT0 late_AJ0 Mr_NP0 Farrington_NP0 's_VBZ will_VM0 be_VBI varied_VVN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=79,28242230,28242232,agree_that_AT0,9
291,agree_that,91,92,HWD,a yardland or less fare in these circumstances ? Historians agree that the size of this group was certainly much reduced in number,a_AT0 yardland_NN1 or_CJC less_DT0 fare_NN1-VVB in_PRP these_DT0 circumstances_NN2 ?_PUN Historians_NN2 agree_VVB that_CJT the_AT0 size_NN1 of_PRF this_DT0 group_NN1 was_VBD certainly_AV0 much_AV0 reduced_VVN in_PRP number_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=91,89012946,89012948,agree_that_AT0,9
295,agree_that,95,96,HHV,discussed with me . I have told him that I agree that the way in which the region originally proposed to use car,discussed_VVN with_PRP me_PNP ._PUN I_PNP have_VHB told_VVN him_PNP that_CJT I_PNP agree_VVB that_CJT the_AT0 way_NN1 in_PRP which_DTQ the_AT0 region_NN1 originally_AV0 proposed_VVN to_TO0 use_VVI car_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=95,78376399,78376401,agree_that_AT0,9
322,agree_to,22,23,K5D,. The hope is that it could be possible to agree to look for alternative possibilities for Mrs Falconer . &rsquo; Long-term health,._PUN The_AT0 hope_NN1 is_VBZ that_CJT it_PNP could_VM0 be_VBI possible_AJ0 to_TO0 agree_VVI to_TO0 look_VVI for_PRP alternative_AJ0 possibilities_NN2 for_PRP Mrs_NP0 Falconer_NP0 ._PUN &rsquo;_PUQ Long-term_AJ0 health_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=22,102671495,102671497,agree_to_VVI,9
342,agree_to,42,43,KRT,", if the Council agree , if members of Council agree to make the bye-law , then it would have to be referred",",_PUN if_CJS the_AT0 Council_NN1 agree_VVB ,_PUN if_CJS members_NN2 of_PRF Council_NN1 agree_VVB to_TO0 make_VVI the_AT0 bye-law_NN1 ,_PUN then_AV0 it_PNP would_VM0 have_VHI to_TO0 be_VBI referred_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=42,111636108,111636110,agree_to_VVI,9
347,agree_to,47,48,EE0,"You can then borrow , multiples of the amount you agree to repay by regular transfers . The account goes on from year","You_PNP can_VM0 then_AV0 borrow_VVI ,_PUN multiples_NN2 of_PRF the_AT0 amount_NN1 you_PNP agree_VVB to_TO0 repay_VVI by_PRP regular_AJ0 transfers_NN2 ._PUN The_AT0 account_NN1 goes_VVZ on_AVP from_PRP year_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=47,46817232,46817234,agree_to_VVI,9
